Method	Index	Dataset	ID	Keywords	Question	Skip	Result	Time
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	106	professional, skateboarder, Sweden	Give me all professional skateboarders from Sweden.	no	Wrong answer	665
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	109	bandleader, play, trumpet	Give me a list of all bandleaders that play trumpet.	no	Wrong answer	553
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	11	country, cave, more than ten	Which countries have more than ten caves?	no	Wrong answer	624
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	200	produce, Orangina	Who produces Orangina?	no	Wrong answer	601
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	114	member, Prodigy	Give me all members of Prodigy.	no	Wrong answer	546
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	118	Mars rover Curiosity, main discoveries	What were the main discoveries of the Mars rover Curiosity?	no	Wrong answer	558
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	119	people, born, Vienna, die, Berlin	Give me all people that were born in Vienna and died in Berlin.	no	Wrong answer	910
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	120	tall, Michael Jordan	How tall is Michael Jordan?	no	Correct answer	556
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	121	capital, Canada	What is the capital of Canada?	no	Wrong answer	634
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	128	movie, direct, Francis Ford Coppola	Give me all movies directed by Francis Ford Coppola.	no	Wrong answer	801
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	129	actor, starring, movie, direct, William Shatner	Give me all actors starring in movies directed by William Shatner.	no	Wrong answer	2579
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	130	birth name, Angela Merkel	What is the birth name of Angela Merkel?	no	Wrong answer	561
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	133	nonprofit organization, Australia	Give me all Australian nonprofit organizations.	no	Wrong answer	568
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	134	Lawrence of Arabia, military conflict	In which military conflicts did Lawrence of Arabia participate?	no	Wrong answer	858
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	135	Minecraft, develop	Who developed Minecraft?	no	Partial answer	577
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	138	Maribor, inhabitants	How many inhabitants does Maribor have?	no	Wrong answer	555
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	139	company, Munich	Give me all companies in Munich.	no	Wrong answer	659
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	14	Amazon Eve, tall	How tall is Amazon Eve?	no	Correct answer	557
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	140	game, GMT	List all games by GMT.	no	Wrong answer	552
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	141	Intel, founded	Who founded Intel?	no	Wrong answer	600
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	144	Weser, flow through, city	Which cities does the Weser flow through?	no	Wrong answer	671
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	145	Rhine, country	Which countries are connected by the Rhine?	no	Partial answer	656
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	146	professional surfer, born, Australia	Which professional surfers were born in Australia?	no	Wrong answer	617
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	148	MI6, headquarters, city, UK	In which UK city are the headquarters of the MI6?	no	Wrong answer	565
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	15	created, Goofy	Who created Goofy?	no	Wrong answer	559
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	151	islands, Japan	Give me all islands that belong to Japan.	no	Partial answer	623
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	157	astronaut, Apollo 14	Give me all Apollo 14 astronauts.	no	Wrong answer	552
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	163	movie, Denmark	Give me all Danish movies.	no	Wrong answer	627
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	164	launch pad, operate, NASA	Give me all launch pads operated by NASA.	no	Partial answer	734
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	165	Cat Stevens, instrument	Which instruments does Cat Stevens play?	no	Wrong answer	580
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	167	Juan Carlos I, wife, parents	Who are the parents of the wife of Juan Carlos I?	no	Wrong answer	558
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	168	Google, employees	How many employees does Google have?	no	Wrong answer	550
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	174	Michael Jackson, die	When did Michael Jackson die?	no	Wrong answer	597
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	175	chess players, British earl, die, same, place, born	Which Chess players died in the same place they were born in?	no	Wrong answer	1314
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	176	Margaret Thatcher, child	List the children of Margaret Thatcher.	no	Correct answer	557
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	18	museum, Scream, Munch	Which museum exhibits The Scream by Munch?	no	Wrong answer	553
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	181	book, Kerouac, publish, Viking Press	Which books by Kerouac were published by Viking Press?	no	Correct answer	879
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	183	Mount Everest, high	How high is the Mount Everest?	no	Wrong answer	554
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	184	Batman, creator	Who created Batman?	no	Correct answer	557
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	185	Australia, capital, people, live	How many people live in the capital of Australia?	no	Wrong answer	607
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	186	Australia, largest city	What is the largest city in Australia?	no	Wrong answer	568
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	187	Harold and Maude, compose, music	Who composed the music for Harold and Maude?	no	Wrong answer	620
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	189	Dutch queen Juliana, burried, city	In which city was the former Dutch queen Juliana buried?	no	Wrong answer	571
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	196	Ramones, B-sides	Give me all B-sides of the Ramones.	no	Wrong answer	556
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	198	Miffy, creator, country	Which country does the creator of Miffy come from?	no	Wrong answer	575
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	2	television show, Charmed, actor, birthday	Give me the birthdays of all actors of the television show Charmed.	no	Wrong answer	634
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	20	IBM, employees	How many employees does IBM have?	no	Wrong answer	545
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	22	Limerick Lake, country	In which country is the Limerick Lake?	no	Correct answer	639
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	23	television show, create, John Cleese	Which television shows were created by John Cleese?	no	Wrong answer	570
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	25	film, directed, Garry Marshall, starring, Julia Roberts	In which films directed by Garry Marshall was Julia Roberts starring?	no	Wrong answer	5095
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	29	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	Correct answer	870
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	3	Robert Kennedy, daughter, married	Who is the daughter of Robert Kennedy married to?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	31	Czech republic, currency	What is the currency of the Czech Republic?	no	Wrong answer	569
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	33	Berlin, area code	What is the area code of Berlin?	no	Wrong answer	561
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	35	Rolls-Royce, owner	Who is the owner of Rolls-Royce?	no	Wrong answer	563
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	36	Yenisei river, flow through, country	Through which countries does the Yenisei river flow?	no	Correct answer	821
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	38	politician, married, German	Which politicians were married to a German?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	39	Battle of Gettysburg	When was the Battle of Gettysburg?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	4	river, cross, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	Wrong answer	583
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	42	Suriname, official language	What is the official language of Suriname?	no	Wrong answer	556
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	43	Tel Aviv, mayor	Who is the mayor of Tel Aviv?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	44	Brooklyn Bridge, design	Who designed the Brooklyn Bridge?	no	Wrong answer	651
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	48	Forbes, editor	Who is the editor of Forbes?	no	Correct answer	561
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	50	Bruce Carver, die	What did Bruce Carver die from?	no	Wrong answer	606
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	53	Germany, federal chancellors	Give me all federal chancellors of Germany.	no	Wrong answer	689
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	54	U.S. president, Lincoln, wife	Who was the wife of U.S. president Lincoln?	no	Wrong answer	620
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	55	video game, World of Warcraft, develop	Who developed the video game World of Warcraft?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	57	HBO, television series, Sopranos, first season, episode	List all episodes of the first season of the HBO television series The Sopranos.	no	Wrong answer	618
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	6	city, John F. Kennedy, die	In which city did John F. Kennedy die?	no	Wrong answer	565
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	62	Wikipedia, created	Who created Wikipedia?	no	Wrong answer	563
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	63	actor, starring, Last Action Hero	Give me all actors starring in Last Action Hero.	no	Wrong answer	700
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	64	organization, founded, California, develop, software	Which software has been developed by organizations founded in California?	no	Wrong answer	2788
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	68	actor, born, Germany	Which actors were born in Germany?	no	Partial answer	630
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	70	film, produce, Hal Roach	Give me all films produced by Hal Roach.	no	Wrong answer	765
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	72	language, spoken, Estonia	Which languages are spoken in Estonia?	no	Partial answer	671
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	73	own, Aldi	How many Aldi stores are there?	no	Wrong answer	556
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	75	United States, 16th president	Who was the 16th president of the United States?	no	Wrong answer	686
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	78	book, written, Danielle Steel	Give me all books written by Danielle Steel.	no	Partial answer	599
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	79	airport, located, California, USA	Which airports are located in California, USA?	no	Partial answer	1258
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	80	record label, Canadian, Grunge	Give me all Canadian Grunge record labels.	no	Wrong answer	837
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	82	GIMP, programming language	In which programming language is GIMP written?	no	Wrong answer	547
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	83	produce, film, starring, Natalie Portman	Who produced films starring Natalie Portman?	no	Wrong answer	1289
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	84	movie, Tom Cruise	Give me all movies with Tom Cruise.	no	Wrong answer	577
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	85	film, play, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	Wrong answer	1881
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	87	wrote, book, The pillars of the Earth	Who wrote the book The Pillars of the Earth?	no	Wrong answer	648
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	88	film, star, Leonardo DiCaprio	How many films did Leonardo DiCaprio star in?	no	Wrong answer	727
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	89	Premier League, soccer club	Give me all soccer clubs in the Premier League.	no	Wrong answer	635
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	90	Jack Wolfskin, founded	When was Jack Wolfskin founded?	no	Wrong answer	606
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	231	inhabitants, largest city, Canada	How many inhabitants does the largest city in Canada have?	no	Wrong answer	570
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	249	Beatles, record, first album, studio	In which studio did the Beatles record their first album?	no	Wrong answer	569
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	234	first, climb, mount Everest	Who was the first to climb Mount Everest?	no	Wrong answer	583
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	242	University of Oxford, official color	What is the official color of the University of Oxford?	no	Wrong answer	583
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	250	Michael Phelps, gold medals, 2008 Olpympics	How many gold medals did Michael Phelps win at the 2008 Olympics?	no	Wrong answer	575
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	235	artistic movement, painter, The Three Dancers	To which artistic movement did the painter of The Three Dancers belong?	no	Wrong answer	637
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	211	animal, extinct	Give me all animals that are extinct.	no	Wrong answer	559
B	english_dbpedia_synonyms	qald-6-train-multilingual.json	244	Lake Chiemsee, depth	How deep is Lake Chiemsee?	no	Wrong answer	568
